TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,0206,88,5,1220,31543,0,596,1,X,12,2024
1,0206,90,5,1220,22188,0,413,1,X,12,2024
1,0206,90,5,1220,3165,0,137,2,X,12,2024
1,0206,94,5,1220,34827,0,2045,1,X,12,2024
1,0206,94,5,1220,3835,0,142,2,X,12,2024
1,0207,85,5,1220,4737,0,93,2,X,12,2024
1,0207,87,5,1220,54039,0,1749,2,X,12,2024
1,0207,98,8,1220,10379,0,985,1,X,12,2024
1,0209,09,5,1220,202454,0,3246,2,X,12,2024
1,0209,11,5,1220,16268,0,472,1,X,12,2024
1,0209,13,5,1220,27492,0,539,1,X,12,2024
1,0209,15,5,1220,4788,0,388,2,X,12,2024
1,0209,16,5,1220,2987,0,482,1,X,12,2024
1,0209,17,5,1220,185172,0,3238,1,X,12,2024
1,0209,19,5,1220,237838,0,5672,1,X,12,2024
1,0209,20,5,1220,17352,0,17,2,X,12,2024
1,0209,21,5,1220,245615,0,4809,1,X,12,2024
1,0209,22,5,1220,53874,0,738,1,X,12,2024
1,0209,23,5,1220,62281,0,766,1,X,12,2024
1,0209,25,5,1220,311873,0,7903,1,X,12,2024
1,0209,25,5,1220,39141,0,2376,2,X,12,2024
1,0209,26,5,1220,21144,0,867,1,X,12,2024
1,0209,28,5,1220,246404,0,8807,1,X,12,2024
1,0209,28,5,1220,69214,0,1356,2,X,12,2024
1,0209,29,5,1220,66581,0,5807,1,X,12,2024
1,0209,29,5,1220,77722,0,6214,2,X,12,2024
1,0209,30,5,1220,4624,0,18,1,X,12,2024
1,0209,31,5,1220,24181,0,824,1,X,12,2024
1,0209,32,5,1220,2583,0,51,1,X,12,2024
1,0209,33,5,1220,4873,0,145,1,X,12,2024
1,0209,33,5,1220,10126,0,194,2,X,12,2024
1,0209,34,5,1220,16114,0,799,1,X,12,2024
1,0209,38,5,1220,257789,0,11648,1,X,12,2024
1,0209,39,5,1220,1577229,0,42406,1,X,12,2024
1,0209,39,5,1220,115404,0,5990,2,X,12,2024
1,0209,40,5,1220,45847,0,4135,1,X,12,2024
1,0209,40,5,1220,64847,0,1335,2,X,12,2024
1,0209,42,5,1220,2970,0,58,1,X,12,2024
1,0209,44,5,1220,2865610,0,58960,1,X,12,2024
1,0209,44,5,1220,97585,0,1031,2,X,12,2024
1,0209,47,5,1220,1812995,0,45254,1,X,12,2024
