TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,0206,30,5,1220,69806,0,3126,1,X,01,2025
1,0206,32,5,1220,2964,0,125,1,X,01,2025
1,0206,33,5,1220,43596,0,2563,1,X,01,2025
1,0206,35,5,1220,4954,0,578,1,X,01,2025
1,0206,38,5,1220,52657,0,3836,1,X,01,2025
1,0206,39,5,1220,163987,0,4929,1,X,01,2025
1,0206,39,5,1220,37261,0,3347,2,X,01,2025
1,0206,40,5,1220,20553,0,344,1,X,01,2025
1,0206,44,5,1220,763724,0,24279,1,X,01,2025
1,0206,48,5,1220,252320,0,25561,1,X,01,2025
1,0206,49,5,1220,24845,0,1446,1,X,01,2025
1,0206,54,5,1220,47410,0,499,1,X,01,2025
1,0206,56,5,1220,3287,0,419,1,X,01,2025
1,0206,56,5,1220,3804,0,139,2,X,01,2025
1,0206,57,5,1220,8516,0,314,1,X,01,2025
